Entry	Organism	AA_len	num_combinations
Q23058	Caenorhabditis elegans	109	424661759256779297536498934619619174303123498163081576448
Q23049	Caenorhabditis elegans	506	2944399449814193438419749863107759731086335401686619722011420537863506037308283287238047825713898320458050176212714811829108022436597202020384272506428737377237291442053310913641356841516997969890246684037044380211483958189256288523982685467143209754820608
Q23045	Caenorhabditis elegans	470	15395082369568250919833798526937024496325202513517594685825727957111308475526097359763995129813362720105364275164275796420996757299948775574038475100515849040332654659459456578067560941666263157271654647510748866363700045009666441216
Q23027	Caenorhabditis elegans	447	2217995727632713604109402239850927885934332818325389311387447753732193357019399808138128405712585674792703835420583750836167389221527053296167656766339421725977515689257611033484065312659660789570650064568396059508736
Q23023	Caenorhabditis elegans	856	192756450418331066440108097457534530567252621333092832455653587262467212933240874205893163971540601753134816942166397122224421425035802448363993463025189696403461358501966517344972499122850939068668338830502692256412218540970896113343992003603623939671392414537624682316974718469569297838473719733049083191436483819590348701324063556465821342830382751702752354177015670226350450469785106877872618316876529502808227792798163347857801790418321408
Q23022	Caenorhabditis elegans	511	16210615778196963973601482382816972953946454972245897429540784292551656509266811026638662668282581498262636944998378970927547221751431429521077558637641076847186367892786178092478212962589777465991668445045948884288620753541994557825297252850501419008
Q22992	Caenorhabditis elegans	1145	29041915808845792543825248461384019540483437285543987997723954086618326722100089491659019917859178181464949648004018868978946207552001005391511783347343595114371628490146521905517799166150446581451899497768190539165761175181761433719577612748710588004941910516689669277125119100607924672250771949546944978731140300001931852479578340378543549505229608058017015773573187445331281523107563458007797416903639373230254629140671264774569267271391606296863427761499870752245322659153719204126909940748525590916121155542623203907271640369754041804790376033863609924208447974291652701790878564352
Q22957	Caenorhabditis elegans	201	109256670791078100273386284579994574152989383627676334673546121564098189572801059356672
Q22949	Caenorhabditis elegans	718	852314724297939027107962637540012196675425255837058595330244463478988823992671476138805912398138372935902657388071717047339226488788950437607390664996912088688881699967460908192037763588993036985762324408731169984643072294206887352848342203266364143149174303055217734670078368120664062437855776115296813130583343183117645536463189365595506080788810527885614883836788736
Q22943	Caenorhabditis elegans	388	303080811340069543160646448356286809916814008989737567657249323407708476350361913706160283165825722121756891076348374601631664928011454424317493184624686806904416981726057423896613748736
Q22942	Caenorhabditis elegans	429	37513250837191737820147697868847540027014421169487635261601751432152141587823605637330033051808728585423565246346031668409798097188060942341559075156665239994855064928008754805961156255443799033073621746573316718592
Q22931	Caenorhabditis elegans	424	7335079870903938765465886763260028067745018520742904393415721987079089908531626361206839884904535658626675950922856145394941726793374652943103584411826152789778831034680171021280024832247697277545810707785711616
Q22918	Caenorhabditis elegans	436	944521944007787141513470432495349943167005282052701610553762581124541233035820447372699479923194632353496961099964685695573502405254498751037558982021618512661169330896341707976498898990720056349396303872
Q22915	Caenorhabditis elegans	350	143058515664209815986784510109786888553352882659477460952267546972930034936511033000808203615443392555758176554641686581229128486298783107878407690387703771282526212958321639424
Q22910	Caenorhabditis elegans	260	49947533627575668545151819239662996071608511804951267882169674031429675164659293285224378938122672026793539622146958869373522110578688
Q22909	Caenorhabditis elegans	237	5814658201715870358183958944825338673732303060236301725051560675658946293948601615292064256281903016706176523834811391934464
Q22908	Caenorhabditis elegans	656	3131438661293844425616195680825496185360175233482551553915338804513258521174139581219990916315370773738513795834376015745921163047796798936426947631797664721054842569691097940142793342945269597272059674270812442338026504201152868020097718834653394817109807796415794779542686946882735421678900739692325395618922508048033952825344
Q22888	Caenorhabditis elegans	212	410966768565825330363628092788277563890296012842165954761611977302721026077095920981866278421528576
Q22885	Caenorhabditis elegans	427	708391458005840356135102824371512457375253961539526207915321935843405924776865335529524609942395974265122720824973514271680126803940874063278169236516213884495876998172256280982374174243040042262047227904
Q22875	Caenorhabditis elegans	559	47705610393614572339950641626280690037787507023445451324022237274459803316119838353743475611088301405165376963418328681116451411412394135774306545760954518617151924115188779246315526256278570823295963921898120355319213494865737892217076912597571642280191551867798953372333888478105475812950016
Q22866	Caenorhabditis elegans	284	28382548742132823503409636883834844021085114734888560034311272667611185593230182724637471046443960205614760678261034486429757155242409984
Q22851	Caenorhabditis elegans	545	2395370401307496261456330367902123579808048767482159999896088664819806091913289682212250982134714559450218896600051700754207895501314320161026180158419953269228136273217337587410270993195990821762654315707461353177078765980064407883134255857070743595721527053944619008
Q22836	Caenorhabditis elegans	535	380733871667781871391348897282620045313525003986701965315514988075861309673514315638899959267729848138526105340330076337529483715902061487996765797681801044023535453989877317334853965949374965312108090036306596307290198958725040417215705848864037767366016237568
Q22835	Caenorhabditis elegans	165	4789685037139399512745832362241829643572956137122977134607524233237456904695908011081728
Q22830	Caenorhabditis elegans	1737	646315404014509015169375910487588010337188562662693462251578393645850567037101787632305784195133762893415066690204467430484718054704141658617703000543397830783840842095641765637115054774311812968550674007334292415609173354943304767381089455140993225818086889699202318297186920085208684581008273571637052082906144178533466850460222891624547915115919748219985256097833537562882245857942082468242139663210178170087700387430623278110990719233548987372191532873610660744396100261265931716208441959203115323537569763188106621642775517455172001894407079394377574431990825012816975758012219932506769827872299271018438375523272358553726276809340300319690552986075491832945454989159180416193679810842913157428284288641106520067018955626103526802319816844052374451306487476849009615113874797706587181844708861197539550797579081109011012778453286429829053284352
Q22813	Caenorhabditis elegans	233	6862665373889984159518773799729581730340597974090569678046312916127531312183739323697986521477825022537863528448
Q22812	Caenorhabditis elegans	399	96828257416173303679216867306281109017480025867933988544425567105595547342937780550191895121501249732363961902763567232010277332513668223524334757516309985337030187187670280406778269941845535776693580464128
Q22811	Caenorhabditis elegans	495	38636409580461846298943957703700023191314893140931823992233860297844926221559293295137663569017773761050534412263243760821555470413028484911482423829357891864107738302623545808801884474386047360899816987934096357135092499359421018011700798699853198402756018176
Q22799	Caenorhabditis elegans	89	81852302570260691055338347952439558144
Q22795	Caenorhabditis elegans	242	933658047735159570360017066726934692954608058354858608709276309109691230228029084140897703669938382797451451244014993408
Q22782	Caenorhabditis elegans	205	33288308253831851759453875515850482675113977040215442335690570161520403112244769599531168552143814656
Q22756	Caenorhabditis elegans	106	1459606703274974176906557147760985688272929950793728
Q22747	Caenorhabditis elegans	588	10269584832496245920519269650334327337505532750426426257638847812369974409085396845496391334735765232284773495481237106974106141138463933911046956327165364799700471766998937470069332950789453145759851231909386483334423375903239608297496711819186617244123186117361374194098775179670748775740138848256
Q22720	Caenorhabditis elegans	629	179820382675932626275236579328429015316128467603165512015353541790297454502482441888254492221045543580391413319194171358913556243123887544745938462987742698281366116897499136320559139206538792704998989519479248150354943446740698148752441389864197405972852388375855668209003634785256695371246614370514937168419448946688
Q22717	Caenorhabditis elegans	170	393768136812888839297069501841070532785636603627359612191053767836818481206318954708992
Q22712	Caenorhabditis elegans	1006	14968901589725677901120629435242701770139299283866953484640751474781586489762458682364330365335192744136100733804411080253428539754071083623898390196523246551305974342230952907398544127044067498350617069777352664163923260360719920854243563845216728138384059786025487439133039079414094159503411750292038418694436037498442334632727577531068520588921606908884477922532058343378722228990946605051393462383586163980827901901453329827459149472478122950034336220070343795587628400350863021965057204823261184
Q22710	Caenorhabditis elegans	414	283676535398945225622705665936370436574648513284962857063746778629674455106263028955640317738773192575285044637002638375030109372598637373606449484911064410167080626526377774629233212720250593095781974016
Q22708	Caenorhabditis elegans	618	3768729053074328556362520787720312043100100822990285964195472698968993576511887906437016040201577823972777196898173521478172494766903353249176132793418635176098306510788069938720768205814383983322867796705471994417307969114094910140508239526014959462157121104758381053659809331131247758743824186323484278784
Q22707	Caenorhabditis elegans	233	13403643308378875311560105077596839317071480418145643902434204914311584594108865866597629924761376997144264704
Q22706	Caenorhabditis elegans	884	60577239346465689359973393954028008683147297171767320072537941496139161462101083848497696556009523088646770721567369176882447814309175230593531638509169578925817018793541239594074636615981973967662422116619262795770319216481011489044074981726208893919602217996574324532727178147236625806172577289535515023078367021170251128888202329814694547857400686271389433476322021078227283192104168471489473312480442381857956390761848297767036780544
Q22703	Caenorhabditis elegans	598	3627960577432309064629213653071659070883373108955050939338901587091260407691779224009975408875765986984636883835470914223838222706710673949857040331286205921185180914271083797904594677381033844697486179937588500263394216033506450605524604431559144999672488840110287804796162239740275326976
Q22702	Caenorhabditis elegans	57	128639638970899317558746284032
Q22701	Caenorhabditis elegans	57	32159909742724829389686571008
Q22700	Caenorhabditis elegans	57	42879879656966439186248761344
Q22695	Caenorhabditis elegans	356	2181813314509943433195004051844639545213991601548835700354447808503030318764345154943080794056565069572113018600073507949537496936611757511352370378445426506484013929909758125288546134654976
Q22687	Caenorhabditis elegans	221	18637191718689346508268960192810241436281412553459500131367750897470751131258703645228714399625861799084032
Q22682	Caenorhabditis elegans	499	161166816239299884521084662433608914793788282965122030393629937117360789578533505318576946688541166716418302077521732530435069682680689423563789483861552638066870925269770993583392565432514735371185111527656304803952116577337367565901927274239690675557761024
Q22670	Caenorhabditis elegans	1307	408782949460939543173214472644095516283385676051799386745936053976815005625343512455857576467796132168630100470485461142775578339944102833708696603119161829368599975832095043731428419458681847550664165308810297583340334685193132573331825657281453980336070611214165635173261090407530764893407854996235582011381483468275326361867579607494956566355386220714923407157406423390120867140291870584895536036794117310071962913986914494248661801791424985222952622099801763744689242309231640432834938000370273739539205655993286810495214121282894368011844084574190694663549226438410693005940142077295796238603044603386808481212249354058874199474176
Q22663	Caenorhabditis elegans	183	107646364401223486442836375065802656900273406516629433982729323782390252299777444243570688
Q22647	Caenorhabditis elegans	452	104404584212024271103473568569180124893698476247271014308171440681364667938409405922878656208044180773283991666424396405849858651393966848239735752363524366864235125457488719198049322792333056350854862789650803401446533508366336
Q22640	Caenorhabditis elegans	103	89087323197935435602206857163146099137752072192
Q22639	Caenorhabditis elegans	1058	2529617670360775597712825616521504847829098305563970596458088786364817729840740031488822592700919765787978878090113458432441236817829245212931399748447946638653149779132547058480288733772488012810579458423152118637290454439518644266546375813722616910218101776840333661730730246116765462659849766331360288823126321630544970087390174608322367599796883107858663512215991738721374447174671068952941542647255565424225493740265007949323405227159768836331814651567618038300091988171030642883224724696065157657097862213622249413513089908736
Q22638	Caenorhabditis elegans	269	4087087018867126584490987711272217539036256521823952644940823264136010725425146312347795830687930269608525537669588966045885030354907037696
Q22634	Caenorhabditis elegans	145	309424349512788428139781944619867263397090960583262772100234047148670622629888
Q22633	Caenorhabditis elegans	393	155177375406115606098250981558418846677408772602745634640511653584746739891385299817554064980902769726339528231090367796035412443141864665250556510527839645135061494643741401035066239352832
Q22619	Caenorhabditis elegans	212	215464945157839430805685845511780467416915515980993504090056020356089001319908466219740707381066374053888
Q22618	Caenorhabditis elegans	495	5804894401889433050478624520484828116391121380620911240270388703972430005741757327161442445945825401735035718935291924117643669274102979736909860275658788201516750549091062434302968021767336209120347768350294579050856834885727988489782296576
Q22616	Caenorhabditis elegans	129	12537926111176780370116362795176946311712569721515902003838976
Q22592	Caenorhabditis elegans	375	43202225122880967938349663688189410178095519058812740571499649856389880282313053966678373319308945188253445492820468810796487413914979045284492256038521338466787707408347700557630144512
Q22566	Caenorhabditis elegans	501	6404193887682751199447499212964730055880080976689737256114877745205592695018987072252311177593118616597584965925285519378784087605503774625610887363018697026048935463816761715546948330899665171749794941252720546879455112510417603091475457916247474176
Q22560	Caenorhabditis elegans	524	42392191669516237416534468422161898800394542939856912320176602448431202302416221476023863341451556971115028325709982074587453115495334255906418099126667288640708766231310564650945726292735524472860793147612605223485687618941319091989104208320460849619094470656
Q22557	Caenorhabditis elegans	368	44239078525830111168870055616705956022369811516224246345215641452943237409088567261878654278972359872771528184648160062255603111848938542371320070183445850589990612386148045371013267980288
Q22555	Caenorhabditis elegans	428	66325592003978034265280370761538158888030043047805486774954083361175219803707558966352357176871163001181604012250941708215257222885693838099533279186796086423781385947267171416377539354091591412993803419648
Q22549	Caenorhabditis elegans	559	37379135067204674553550303370375703255842048001292423576246963678862459673917107565110622553488269685821816938655453689163809242684111568986736650562760772103105705394694025321905233532158307706696061637763407147703829741480746216531114728856414314700543428481427439616
Q22544	Caenorhabditis elegans	131	1597356661809326393885078930969328591173663820259453402838661158928384
Q22531	Caenorhabditis elegans	1890	13253364254982817152889234550157393817502771404570039220264105242392211585525686194845042753013706185270856381141942634590091672210975389653989984173374136421235023179266225236583305707908897186826589260392619714477439104274512218535313120773313073633594732442999927197251055342210721656068671547763378214824317916720835837490015310973762903591749177097394335694652594819647998094371147546897912815218537910032773918060309160685033788840136764607009386841842846318910812210116241308434737669281661972274494871687178454419644099759935238328968714038817560265099919439978587566061850023914097213171328339831220553061224839945963664954376740524642827697559910269503227925974242639831444925912378735397861633941506799648815588056209381792712329730007582686268901063078270579069369679551100746971993696704722888859567964168058221139938983608388482329675125216811680966304390080963126468387782511623667712
Q22523	Caenorhabditis elegans	769	3650108107032570321985234891958110498443446929522698981104050697639251870964550471549101404974518138848047299932868013345169816929182282219777977483069734676151561037937408795809696664760021645226246327682447981837910122799886435546003538307501958641255879927900808664551827051752208772124830039026109815350297160595370252304726954648552844413059453295689784623104
Q22516	Caenorhabditis elegans	1787	2468698436104953347571982394279294421040702899505481645368480304529154081258546523578341065053647050488466681729779390261689698613723777325094776816713261413968543538632111011199535255638143634498976802940897264246618296586938955200673041962763791282826788419967744800303328393631548478268500979837511024530301109898429047693830364068000395166646971455303719655349166096932768277100752076783741803236641240595605417381232246448259518818066254551584739475461795860821987211618845349876113867334683083683079069556447910598808757559682831475847158059749855964745656414620460904027246117820588534156353970072595577429427214569708945169699398027954582118758140968571816271929966338963878463616435316783778012213837347811375648361154545048862451462312226388109323465914180138677959179121808065176369453922139351682889742985535144199233742187790336
Q22505	Caenorhabditis elegans	679	12367047310786452776281231326272754973819643372179337150373964018164787641430933731290819010945849602714483703657833630071256889540828082242093538311475008662218759516000617025420170791357265531172138839981872901695126116736065173585028543959476598648744034993388873430301944118896045814962583505405969175859006474786348305007262620733914742784
Q22498	Caenorhabditis elegans	870	439619124842126141796101277727301824632988788130246015433113566691959163177533231191485700887582578862471333625343642367023763045731576443028012013364853161343177399832149644612772831514894119828381317094703021754722448588699830061123275799505244060090131809982589811876744390594328591782182125472003002349406131543208232182323100540449987908504530410541993009903758269885471910349377442769313583068109806747206290472932833933706322847230590976
Q22495	Caenorhabditis elegans	308	1106891681429842406854464739873267091479149475556298959087340705147186533894511162190343996735770522340302906456672009911097482646478164219204383692292096
Q22494	Caenorhabditis elegans	470	804682320205726344862040634537722515885279755812634092225233320407852762349395185279477826942499664962566361770496306604799067132776146760204721957246422098927081414256472108541136318344644464414867347431624001031770227081216
Q22492	Caenorhabditis elegans	555	197595302239255532728603368477317265138149454730172733544182227322288877220900509196731087161329705297447706980635113377825201519006550253166493371372865262340734087113119522853273561052833770449640659645492982273576768188304486527700714777369290131959729526669312
Q22472	Caenorhabditis elegans	378	842841764323847568375058215529377305715016985143732783592738177353742520368247356764949212752864652354281515482551441515310225420075799084958849073758684853490142744744475792009854976
Q22460	Caenorhabditis elegans	270	668338463444952870672947374599005711427973870522029547851733753242285118414565256486997982223980755408363829206797152070169264128
Q22438	Caenorhabditis elegans	199	1354504730380527822243403137851989041142333050138974704414492600973323694345897200501756532883456
Q22431	Caenorhabditis elegans	482	12403931136523734934093976336287608314247887836311271587079490217693271368159862257163979366125227928167649156959861477956186967041877074331105583260912669203939197287354606650915132102866221184452447797892642487975639252992
Q22401	Caenorhabditis elegans	380	2354872685830614254926493993576738906228030990279464377815103653875391521588658979437172075974376832193550231352126528086076189074877088195529344697739979774197962353223401472
Q22398	Caenorhabditis elegans	367	425386407596965549276294872588616487997521785234538886292645751404271755608828189819694978922477144011434613079916955402882566740594347193330618245455352632414518988767232
Q22396	Caenorhabditis elegans	379	69616701295225307993459950686655794765879157012264906503093133195956914534233411223840499587237031429530327435629368916753205619546945465547340141734935230314276351635659685888
Q22366	Caenorhabditis elegans	1563	130002724916763068031002082375125492890761941121201454304249707309434297950770744907388206911239710251691348868663483694421279517628193573303238224575960191480205919058320045467300790432648666764102444388446737953443329791449769899874130995845882579653237491617101044884135782144970895938832205308568605845347008146675718746957948716329205358512962140060498620629676304756513986787243361885227188379271231582727305384944938790589040634205279427265495881457144208911718827940781068945995908935494639483466109407918746872363641046381715109625435263240739720776826701436107959557308048045473457246705721233919441903326564296584236382151586565674425329007106028832191285722796815363564046088640377907995812619499263754830277987842460807513969712541257898118873088
Q22361	Caenorhabditis elegans	145	8393672675585623593201550147023309011422823366516459746642633657461768192
Q22347	Caenorhabditis elegans	417	36681594146663311470356621193490520815047619653099764592148968602416553628584017089787989994812730919062978869716910009923025216966375603050665164708603727908599936752368977880857974426225676807652762175143936
Q22329	Caenorhabditis elegans	442	197121880199171040215948013788156084848537872443777825690421460816797322812932098276876601281981065036798447263763903160058727094236492177242941920567260727106514577074325922081252323018248772968358150364291292825911296
Q22328	Caenorhabditis elegans	622	1273382273797908937023070278133945689199549790363808036230727009209175691792204679415889893481424153868304371068803300493800779210038429866851433555518590861397336394246242953175674296103288039195434687772720808782659253701504842847176767553930229232488150658311143738770817267574133199154266783017437495296
Q22307	Caenorhabditis elegans	1301	119586214200639471229338304789941409586665001900412834616082433054847254445542673143703721339137780510105627575524342839814447909413737083015938075406814227705583586007346644534773555009690751209385613121675019774024711379025125045734102919574625064173654026137785254474224991882525978813832571975499901290116620592456108035350102402545759361720287009100905448226923385883146684142891424761585928186148732878177589274985324519109501163558674471291485232929289989092082463638090948314322307795710250598905727603773590380131185602373071308174455069773587719219093548637798504116770595307109952389381772510719675382863414456394950033624770839735473012736
Q22306	Caenorhabditis elegans	396	1288556555675023184694696873287307348392012430012120981546689901448928003040901486255324216367436700720868831604045252373325869128058682805709703164241025450784722121483821467304322457936068608
Q22295	Caenorhabditis elegans	523	55269827242558259437957703166532549654934253417394386280394354292647733051623287146288390496756230012489129656214585915787060933703940131537650714630162084385072333768782919610216929160670348206853604776288170371725691556014186408059645841645984456638464
Q22292	Caenorhabditis elegans	315	5823964412465872632382909706890515478807446874847426712524211805213454322442671586146105383770828426779293583248620559144107957865569210376148149826748416
Q22289	Caenorhabditis elegans	292	1675961120674201095052835648353563704601054939980434581466046339749772898094649059707118027821469406181346003290635825389190730259909067145216
Q22288	Caenorhabditis elegans	130	1142518516880984111226853559710499232654807915873136570099826688
Q22285	Caenorhabditis elegans	179	637184904053567480794388811670528356460234085316608383816120980961820641588575778168111104
Q22271	Caenorhabditis elegans	591	8872921295276756475328648977888858819604780296368432286599964509887657889449782874508882113211701160694044300095788860425627705943632838899144570266670875186941207606687081974139903669482087517936511464369709921600941796780399021569037159011777237298922432805400227303701341755235526942239479964893184
Q22267	Caenorhabditis elegans	282	9239110918663028484182824506456654954780310786096536469502367404821349476962950105676260106264309962765221574954763830218019907305472
Q22258	Caenorhabditis elegans	2531	489408971113659168931871475191798786327803133144814681138906272610826529985067887649019214888756568714761710544670514337895112397944374130191566800136354640630417416721175009102728368971127971150358662565031425852320627261763725334960323347142427473152468389436891702561666891863954506134599876310550640764417020717852452628647996941519155876046759741434556275427201453936282012120402363066713971539517413746809481647625681173843871747981764093543362658874906663205984935704599458073981042139137374999269003223481477534930465975060665258807133871854656012886665957855925242302070363179184771779267118951528922636414704273954891216768116933531301562286352605796787160279658385168160737558736901264856257689317013123176351115691390337384776091240652243988785833275351919448286999354893886545096327876059313266462585705810888920012113047886668598528763237398802340389998500925256107049622855870745467662579197827245330684039037528686159079328507867128962045580856161074975275441542114816266353260162331648530339893714805229187749580064782587225189821418793586871267489476327627803258690287611954503630293147698401297746333575701758727007787120412550342353981315445522369358943521077723533263412574009885051540747181623479369728
Q22236	Caenorhabditis elegans	425	140403715566686214553337843912551776677060667936386489980681475048635920599221745851649386900860224138388465537627524827294402155171327706861109585231748392063755071947169239564551345818920708676255744
Q22235	Caenorhabditis elegans	760	5197126582083483915482883273901294049541548460199311635204790934724637917838197839373622898879733834414504846974728089313728118244870866676207315596011399568192359368469474633096228259004015194081901509532235505390305624064682053736399569191736187206006907162968143586832581876420625380623049020410222764434309824363329910019816308474209030424063166899527056621568
Q22230	Caenorhabditis elegans	309	1578069579492522517199724894752633366541671323774472512665538601558286662925413561251463803626365473225096061440124793752743100236229358092742813548544
Q22227	Caenorhabditis elegans	672	4615975674656421925841417030068653248468234249379193232702781321851970657588813153336835614197516472513975613422879086756836491507335000040696928987681424033155827551828198303504027907532516644978938477745554096811902432819502853910264733975786721492446413573212410230113340038489711308343154368225767182951022448701054932147350758663692209914642432
Q22197	Caenorhabditis elegans	184	761908910839046900011914265041743835642562340703173271233152088047494578069567175282238049746944
Q22181	Caenorhabditis elegans	524	2175752019230548441034642942853720349716141820029147410314004151084370659310202321800788780295305750671647078046543389160873440716189307218111158032130960613902757491141908413375799633338948927510999005623360114853353573794054462139676018202235824120029773824
Q22180	Caenorhabditis elegans	512	26589462530187570157699831478415539887710672768226333258804271435857854589324886786444066441650504302525290249033591107063909330477785402271947465555390776298597439936142528616187388811887882488592834166986617657454410190997256573472943818988034952527872
Q22169	Caenorhabditis elegans	188	1546612958224244385975595005986657272925107445011453594139752022530143613598107488815752937472
Q22165	Caenorhabditis elegans	281	1251098272738808420652561600153341891229869108475634493326077728437846469336063144475124779296615625836750066072446481109729323376101078987635163136
Q22146	Caenorhabditis elegans	390	1183909419297146652971275188891745351237554722616162373661130169561361235743601225414688606116506727038112855766985838287623691125044743844990207752440182839470378834867411812096147456
Q22141	Caenorhabditis elegans	263	92167247286709864122583430446339382969762844174080231786694908808809090274936456537475448497412676890941616285879867946176159597111279616
Q22127	Caenorhabditis elegans	455	41020739790469165306331507619584785019540269548834729158561515191058366826285112764420391142152844708160668596879385629406114219275144640450494848683813439934374013498777573380318524365327794242666005379877921831780352
Q22125	Caenorhabditis elegans	243	168656864228720250704333384902154200604850535811249840407666186226750209528227577619201716751839027753890534075138048
Q22122	Caenorhabditis elegans	322	120705622591677032238849430405132687216891494743934107678475742758409716977681184094431921800530362468920961467978923052912077160314598247272406488764625057019631492183583883264
Q22111	Caenorhabditis elegans	399	14199842443485104563221526139896594500475073972035532418786946217264511870973142494033478734467246372119485304743761523274021511792142179933409996570598553429460266041866795191516106480846894388591198208
Q22100	Caenorhabditis elegans	407	521693783419211540911738612529642962702899479510752207532785331234368762717639354165873635481781061960006810591529386807794136419077341910053904564744586352477865767144803240972202302950765181264394839824269312
Q22099	Caenorhabditis elegans	572	250281598931682679983560523851026751299931847728723379979179246771339769143457988346752704354055914819836401541715343946648845980751754091697782300915307325427260450899537776762729626382186032327891374347496122415929081817571932698670678422376454497354483772766692757385483649024
Q22071	Caenorhabditis elegans	406	9973003197619168088298246068075523160827486795174475443647347686199492562329559611721729920503745051474864850519624005372152282630420845165851739703904608169936428276317968639308980134696309913523585024
Q22070	Caenorhabditis elegans	1350	17528563678704881544988451896468040505408859976813720358302929040404383513268392834001981342001863576686798527135316581289945277556155042634188929288697163482941405119742161880987729019491361853097501725357653055452703570271563194744119590101661202252142105110913256445043127470792811927170199032369905414617956537118735930211332065334713049815740374447937862296698614457619441747583935692112884243032091166326037858878301768185507590089535248220426762249143174498446758480574328851630415848012638433026053303381392901300287286150839121505932658808300245833419485193467484415185139628075321653916031182273183040053785267384859372800918647435758497682448856115052544
Q22067	Caenorhabditis elegans	408	1184856448797122216155033117499214328799127005070743645489355144628210510713099475291643512541931129831906032968181084630371013157628032401260671748474579508244150439899997312936586750602882924412928
Q22058	Caenorhabditis elegans	305	37666593965879438602668942747084756839758140105129547575774627202277474845518148414597286375619965364712171355162931911078876439750823259406336
Q22054	Caenorhabditis elegans	144	447157634480255593398613455619829968498790755188150347777043450185776103424
Q22053	Caenorhabditis elegans	352	241918016984521468613720793257875284779787923753927339127265592443937400988436514294676720195495646945750795232101512775714559834434662945098771234848000593568488142817743775030663066943488
Q22038	Caenorhabditis elegans	192	40779833859428318770840883946913814813454981460262936564231742781556521061668849802759110656
Q22037	Caenorhabditis elegans	346	598300676775318110493930753760089825351637688975838226077493713145972557085003088280329816162177143733125830164367370502571820350830129305555822319896936042387382206464
Q22036	Caenorhabditis elegans	648	12305554247853307344825473494713571445742555226956475779674150133428925943572813133116175819289190729829888120607307168324903744254471485157962218626256033156838564518295896123209956000150745324427805807097565647985429899759393053532048420794029564343469522516176274138345611657701712528309719056817800040046066139136
Q22031	Caenorhabditis elegans	337	180302262877131800874623138677222564696215220656729332094254282380960996673935016979512099763012841123553218027715452153050133065369647213970022517503252085543534592
Q22021	Caenorhabditis elegans	153	2129808882412435191846771907959104788231551760345937870451548211904512
Q22019	Caenorhabditis elegans	201	1797568645706919995010509277855926064456154760171633886127290788722101768061217558374683101815765991424
Q22018	Caenorhabditis elegans	218	114506905919627344946804491424626123384512998728455168807123461514060294950453475196285221271301294893572292608
Q22017	Caenorhabditis elegans	519	2617243955390394167484222100540230872076742579276995308454596033656449810940696255322709178412354062629377934411302054959207131054753068462563797783492211001988703504047387478792317192459553751013552608032928337965763518390450034243540164859682853115396096
Q22006	Caenorhabditis elegans	529	22254571918346023468191719637331213358197378449176730619526703531558677503618152937999294215754237686365107821463628406233215950957904407309013876125710145713726057262311162385869885457246363279878294585050039501709813279631026506374739660051115442279987466469376
Q22004	Caenorhabditis elegans	200	520129816466122683741466804935163791798655891253366286495165158773756298628824524992674508627247104
Q22000	Caenorhabditis elegans	674	361437954797514549682051745800006623962973675762751653188833558462234549001390719300290550940597550807457586109773785327627293177165700763520125015365073881617633848050284527386995635809882592082912043274841519079689448526191668335702934272548940053802733696168957425312755271106645275832839139818944868121340950918185852187563685215235257401344
Q21997	Caenorhabditis elegans	237	2573499515208744059819540174898593148877724240283963629267367343547824242068902246386744945554184383451698823168
Q21993	Caenorhabditis elegans	152	9054942098225175766321922476301556862100512792560044542485129866261966094336
Q21988	Caenorhabditis elegans	824	305695696024363652710477748265573880321249089249705037708888535677531116295720409799563193858209655103333563632932438514417034012454105757325528401474120780028657395986798031895882971894221118208549221363961260846457316950795771357170704637375577785918274673108522076895566093569020388932986682924564823372047320291291876466974767792469528963148887917805221537482745802120376888248550555648
Q21986	Caenorhabditis elegans	958	17401188224038560234586340549921966989392206264101597821415225753152425582730541085988601641650430093745046873011409455668207431911868681170907002146482619590963635491889753617314751546474593724508596229992854445486269493462593666518568299775354353630482815412060760209961662325746505464872815881996485763420768767999570240787939159182308975324776023480358730250009817999184682684718059986830153323330558612116664742420998199857980619034067898075191795777536
Q21985	Caenorhabditis elegans	207	14794803668369711893090611340377992300050656462317974371418031182897956938775453155347186023175028736
Q21984	Caenorhabditis elegans	211	140276657003801712764118389005065408474554372383459312558630221585995443567648741028477023034548420608
Q21974	Caenorhabditis elegans	777	3352003953136409441352076213623166428024874544074032772406833970157487657346965440836108927587116681225197941653621079472934438548727177831638256611370348632497527503243990440451540937014510585941657760960446183918711131290505604749510335542098112439118526994471386160156695234923304365811416231730689299983909528303810072376772014889299356740381419571884558106044758228992
Q21973	Caenorhabditis elegans	525	230550979956579043180109971666730282011682915160830541220135598827401337020683534601083202393352270197513058773310278697636227153798135886521991945068673092937761676697403421759690139912387946182992617885097939687660384050375033711293116484984909070336
Q21955	Caenorhabditis elegans	780	33412390665476931442067060346129921058075421628064048516258211029708489454765541230591508375580509654710055504768458259483482013536398416421795644585014037688659813076425312577207568851654309550321000041905151955685534961710007166621655905753720728011103589803976777146053843087916101202375959237684860846843259429014902450959715814659609903567285448968935615096852383268864
Q21952	Caenorhabditis elegans	490	152221883781131387268864462973864622095012378368521138861313960513429685854200913835557080751328415567448059849646769959729093913732403664733534726946018526888054812917018552590755912631221596159546389947310871359309045855198117888
Q21950	Caenorhabditis elegans	542	1087876009615274220517321471426860174858070910014573705157002075542185329655101160900394390147652875335823539023271694580436720358094653609055579016065480306951378745570954206687899816669474463755499502811680057426676786897027231069838009101117912060014886912
