Entry	Organism	AA_len	num_combinations
Q07451	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	203	699683846662449659962192427587669338589338385180937463923857576207955922158365371416162081771537471373312
Q07442	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	638	211955208167645363257821924716739889708790082307771175302967267416739106042966563734060238783490626228910761403017792036873260159235140470619386404025239732593627638833967358251761328948918412921265089987396191284333332720940183936166398817716981137110284812784001538601722778077321597448768090747932873064448
Q07418	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	342	7101313107716351327398762026386850149437520956985126306994923707012289983164361025631587116318644629512932276480561571887343951063032111417342660968448
Q07395	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	620	6805568227437327696645242473935937172415906959203499789626862375419568704753754976262823423866556922921482435477526023483979739389281459648823045092908824961037071485655801133058164695840286445631938990262262954790807638968668319605326145185107792849143839640928424355442461214856571944599868858677157953536
Q07381	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	788	241344284625821479777349487380867982817790967173330359613292045851339111328981511740199842786272401048214251799060717722051279575508356803877954476018665101539821980233567311712510947465044762187799358789152125242147201452916403541964744159031064095616533943601939803531282056914477914338421968684609629598841486037874325211127585072029553685307462209175688183635222592487424
Q07379	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	328	20794274063733897870792229913576787544427368290154707677409416250612042758982790659420331990051064952157605412731581512080971303470727145190851288351659242967305027584
Q07376	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	486	625804131473316075802235956465059490566124341513902703898527049494353516188843865484433276612343246896842826901212182880578629754220998119254520583832644181736302984298164383018423547964934996149489243643344181460401592052716487765716153599278723177289477349441536
Q07362	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	185	445424531968582383160971361724157294602430944163298635112248582488681360716254956778936845991936
Q07351	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	490	23316958367954265700388406023380919385675388160463256712041368217210762381153574264840414740819034536518851573715528433222666331406349742992446395234599629349952390808705294210560266989657803149766364514996571875571776125193484890900163089444399692644352
Q07350	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	266	580154916184854922459155707117192457836782873717039538065741105245039165290421229589407970680538850180871379519789194505355264
Q07349	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	420	19101770497145673868400746779322989759752652397767980191186776008018463303467776982309478866938894944340301955528271211965994080191079825372665584405797272890049039152812945367916731333978378326942215384858624
Q07084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	712	1045483482750162971899195376003793920111818674395839975405703151505926428598399025671838360054439407059487930449229914035429501478459785880577545770200399967589927486692933850687728546508464293481494044939952780645625679565566893301030906797773220051543313960732071674201486339147067705369161989920407642720091084076537993330769541329172580103946518199795712
Q07074	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	71	10925963483957527547486875425536212992
Q06991	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	263	405031848427924207569946715828639866566340623811876018593874110976211822497279350018202654529645552743395774693808013435344451354492928
Q06892	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	414	77187758924262835020880036767176008286037903640921060209057101712247204913217295550061796402898618488525854416349859400020160693802594531566993981803837942376244989563804022234487975834246500068052719643154972672
Q06891	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	181	10726442164453239536000138625252230584825912393613261817227935230044485888583629639921396875264
Q06839	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1073	1145532676283338174480720573588053600685142306503325418263659047049353759221642515864471021490510424067646425450620004161738573589743833868312218551357993536548054156698976617544753715276541383656296841209854635116215293962948035186052807749139078543477098688811304634100203404682018408447773980734120971254792128637406195757375398220419156333642780628406084519754483785001148538893993582281856933398133739698387463186075077304184199371091667443971244465218778115098207414758364271316883003102340939551604736
Q06836	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1226	4964375646278195185391017807584445491134895139614086299221698843155016854509613479695470617681829502379618657591525170658286820599132892566494684603642482904071315860863275496363084638534435155310153529107732008361627252383567634590516261986027536540359691277035252342004272614644589308808042912836937460780538381656207500969817613949941753287433800926194741091241699710434635706486196576426965245401317880969136109208852213985701609456985697841971036766854495069353013929386140004498449796619321255006504606768953328081311282938832546154850679658555280218666494092742814683480660162113136657466222639579136
Q06835	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	107	6757438441087843411604431239634193001263564587008
Q06834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	288	12786568608659371147558865725353726994331779022067524577835436552045996842152779081017441008159404038859146143269621470559621660308144128
Q06833	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	770	422732750863945582510689514273162629971933658863546168257773868378979581777612563071232385931987739173282326066809683343135456525875108581745850601394721167741755662954992142822611123249244756282940616934225641351553060785908490380630213771573480080449310695689389558162675515800116033495603436939987293263943333850006978777127085367814986216062505083676330127927335315417595904
Q06822	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	443	1442135383258681592800717064751027598343212601326220946980678268435645708736585995624154376091310946771273505359040901033808703021391803765837709524040316247692836412066399064151823122218555266343726751636333189398528
Q06821	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	456	2844033403307633633726458560959540225301403360753543683665468642199055746563990197840393027203517658118052653792988912763732439794807660249636288513305747216918877501886325427603340690163442681881364988983982543260011827128871432486912
Q06820	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	579	32237647111502230248661942719157201378341459299782910788332242074809001075899814624216443916616284671862911350016276057715362618169675384407085730216658821523561904530461680134380556219943923895394936069002099329314165927791522485323251815169990630016361590723895954868502927178310206313463808
Q06819	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	143	82261333215430856008333456299155944751146169942865833047187521536
Q06817	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	618	2849445001534632138762514419398764062011052661060925126677079756776061588146372367298563491817148089988885992141519564440782316659259142291970961954720271924643813264077471108903045793590651837289867780717766399819661511470112580100360482420456799216374778257834150532542707455566149264877075562496
Q06815	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	381	8368713591497314843734374279531942407909671541237025855820266905345673596812590709426962548545612343453673454381676007944011816690643293074435566975578569892868701931665494416031321633989853184
Q06813	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	372	11111683416378849778382115146139251589016337206484758377443325580347191430636073551100404660316086725373828573256293418414734417159202429342719201655998286642692311576221116398567424
Q06810	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	360	934221749736693704513528793136192559182017445643493719973077206190173110640980294315817114061965541169864881435140086477803388172948827262574700888727531682785161377473946546714173243392
Q06709	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	432	1102934369631099037221079629160608257402233419651935588263847475312174281453150656579529555368350172732708253548666258002117065240663502108581875597334218426729609475934556787758458731056334305956400314974208
Q06708	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	880	61950665653806607466881019886875671306420481857095065217970629359958118238204929953915440681009295547164307648069116751928455316234572179068189796462232336591950066387738461894279381690883379145774371114958607261094115375675228513802098494306311588401490267384161006069860522938759655970092037923278347701737573107677476256280208519243817890719669193695725735158619158493600680742363308049058640142522231585852664190039361530883840990896979968
Q06707	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	132	740351998938877704075001106692403502760315529485792497424687693824
Q06706	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1349	6397456188237357732898500448295206523613841914746267799551449050161824300773083500546519455215650064416186358184244726129856538053933899728255212151162205591216033593565076079874031918408150287691642635611144235660436357710481648019337725250832117109131096572035397487020226878331927045973466524984528320054955321401482710875941269151402485603516956694801339710829265207682960477533405676836288753379895253352433652650420659955923105774124306153835171731341082262174378827024597148928551536733155411832784702106549251672533160312419646808946266987940903318552179931700837884443267397109058098897073840825261097477843788332914347363459249340024370791917842381930496
Q06705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	408	181203265641800135347691747806027595867626747970454513030003267391255500427626771504654967926670786038872179444318863614998950346133252269552927007471394204016601548333662393839670345647259648
Q06704	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	911	46741697026593896111090581754651241267860568805376018574489152388996266560263181981865506601859199914079298396271118192038925782645968542124638609960778996084735354007362067588020552944430535468875325707267949688094382111482261951422897362443062418147841217589949324485128995483978877936861556550567527023980221466952354266117440069301461842482562257925454809781112670585051916043290253450223359037407748751433608326205129859388145664
Q06703	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	312	1977044184081079973376887466908984717005225257838039693157258632593140099691556573985382367283540742063012450089791970148708066569641211239719763968
Q06702	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	301	9416648491469859650667235686771189209939535026282386893943656800569368711379537103649321593904991341178042838790732977769719109937705814851584
Q06698	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1435	120627783039922986201427835259631533213413274218501837073278203793761476412140538502009663479387546679683236484573884501447356564577877860977605826417009407940298230702111005357226777520713899831681896035758549753609807841249215422046895944668189257859705188750620540252049272329120474297041768333163344435729489176171592357371543099248399170098480586055313486245148823014654896967077551253032910955567435603136004238451995814526219929782199766960634573414700222835908600669458096770247697516293553197888669913143721435933619114311183607710401748240686263101016838655234726395498411852814559380338429174080473085319208786276273717522225597751126016257412011524335404585447655867401237062364869551931353202688
Q06697	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	393	264194361305744597336934568301188234774999798540922679997744763856450519623479832853786943237086006044675637629816903150668469604662281809008167576893292749456205057470479770218239363953704566784
Q06696	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	566	15392064871411128548995843643378102944688189627293257108822604524944150319615594192845940193385171416800498954579790138924625709267919660727567555726561779305234397436317823154132255462706881651042455553343914767540602858663515951855438946789147373372459771954587742961477022088429568
Q06689	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	675	1720669829416709932922084743755476121095877173552734537285340854997594075219721267012161164339024442401106692391831563358335686235470636120030906713627067638629562160348277901591393175138270718247108350151003292295447954835343427022977191378195697238949167899933346762770619904853574663119238207164354465033548872177031927980699352818423976007305974626910208
Q06688	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	274	20300780827140443446690776503444798484624706317106647515996412754734410471842419665792563710053415445529051312156463494131391397888
Q06686	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	241	384655262586201605220343945337329661709204369744585913622290959868799792727001728390567596421635991447924639642157056
Q06685	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1146	247707729351656508365691820179961445197922861582821920190281770631887527694331500903785550525908290524327561950219111364707537033217812058447129093424539155885859031682052734566843009392807204489378486990775893150446453844159430661267352066480727880592721754940007012648664726389869604827742675089503413415008680605501297428710941697798012425959489738421367654598304725823537432510327600455546149268881891648490934461800073788069830247175391685377251978399236813042664310337052435322640528367619809068102610092542304685254978899477215308178628190319899836416
Q06683	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	689	34508330593620382721767840909798447098307519433429313308034572067419079772635079415765449880873501109421038162926936719080006449590788727938423693206426829234890402251882431798528390449772118687629494756783754662055325341939802979330808037225413073509112812179439492574267021463757550441940221882426664229484129158288376874444734693638144
Q06682	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	500	52244049617004897454307620684363453047520092425588201162433498335751870051675815944452982013512428615615321470417627317058793023466926817632188742480929093813650754941819561908726712195906025882083129915152651211457711513971551896408040669184
Q06681	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1438	361883349119768958604283505778894599640239822655505511219834611381284429236421615506028990438162640039049709453721653504342069693733633582932817479251028223820894692106333016071680332562141699495045688107275649260829423523747646266140687834004567773579115566251861620756147816987361422891125304999490033307188467528514777072114629297745197510295441758165940458735446469043964690901232653759098732866702306809408012715355987443578659789346599300881903720244100668507725802008374290310743092548880659593666009739431164307800857342933550823131205244722058789303050515965704179186495235558443678141015287522241419255957626358828821152566676793253378048772236034573006213756342967602203711187094608655794059608064
Q06680	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1035	1939642023715360165321939376486552929706601745014615945908651065829802180214660706808538541607229514575550281268469741545864590812472494337502305659030676922189738374367437521780475975259143307829319770875415863425245337060749722164251778931199861445570679950962906795554909624820968207164413717352664583501277512691294028361571216995264047346210824999355804348770236982173738200762357844297644610316523785310203722256613447669903712510470940338564839973028077355902817763165448322321365177904737017659392
Q06679	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	776	208251099975617688554994175398357576599442284129427898127877591627509952409487595160929607124846662715298327763698392474788275859187794646794731030417489314810640976792071330977749941032488088429543401299310530101467523853458902552942344090216995178476246248165020618101600252634186019838469267386589737968576218247044825708067827133615655036106358050133857391213786830095995895808
Q06678	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	367	185403836300815921518872725102283807565145335926682789394138740876917325277718298769047431885614636752262596814815625809272950518243222907810416366742464087582153971993984844693504
Q06677	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	668	77319473118366529027560387180876449021238894653890161825070093938598975831460236573333109044823969721938612242824099154220275630809797504603134509427102832618638088140520936793649218344327644377087893191871912156494481585213651062224635032954404810299007599911501105667720665355129269671083968881291985077010432297482319822848
Q06676	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	274	937573723212787517523024805158888580014677369934898191189523405037527366891850347264357996596401742461564293272703734804038081839104
Q06675	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	368	2685375942057267959659461510172782256503720082651610244678003432338888051658007299952419158709308906245220364689838711717923103328532169258471201486493275957254374932917256192
Q06674	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	414	36805991613513391027870195754611972945231391735516100029495764595149614769562385344534776879739102596533705909895829868326263758565232530387398711110991450489161009580518733136409747998355150255228385755136
Q06673	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1274	10204599734468341282209442320104969297863992457196849793379061786498514399359026901870284355560689319322627456998431611003409576955717544847628057053198400788930720052406793837800987852532319352821031712816981641820613297385545522380438053361648428057576334363726277069544988985330264495712260437087474286064397599570849418589183200635343679787771157404538386880607658358030105270222114320026242721936602839907214566801270021017403676681846205899896826507111102188301952669178715872670706159915406341212073698136537444378132695462733350277492245818963296746979171195677684471739543536351298984349448071785153322072830347032188759305403498496
Q06672	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	205	1790061294241023594879160886558631102922578061355849067291379655706184737960772556499714048
Q06671	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	453	198877747967089223424742825782255658334234462180177162073801679598275932859575544370373932972195653920044941232729487871923430519704820002479518829856164865328389147228550880411704876864885144653779417034555366679835276476416
Q06668	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	471	88504862647183118272123182991180525795575015807487499922155965746870819039585881485730197659000126116675475791443207131152563011503403429022670959780819674058901575264391343178684932108843533283534463492203439840907231232
Q06667	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	281	9145666557783630715054654401793761487721285120535510476471497930559632903685173331034737354392579106468543631984916785163608784896
Q06665	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	692	16309576360905439716751019170966125965417579341054956009975722940173221464448643652187452689142556113221426019970708415343339390873941661127223685582279503755493971717141135104910381994506612485791977470160481470510554709381004520938008952263819764672446915606332264476784827848347580321244274685897528102181888062750176837632
Q06651	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	286	1922643820700287795113186464382790158755278818262023745317365081041926914476464138233499029378581192271825817762267573468120181899264
Q06648	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	383	10542168935772265476430316092417742234552708156554776314887060063866809177987982267753657845953490416396713894566049847319167013627003644005383376945940031436885418247742203301807648238196625934123008
Q06644	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	662	151526728343727424005429270560201189563238382700581431182106276453575274949935298934779693785375887105131708590935472481411987059768890716966267424561875933575222937487038061907989088549611598040586371924207246729989534194853750637533968966379945776529091307614088526102928338734857591836859673911455128182127104784072704
Q06640	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	478	143816800246272436589426842786299713121414174884524875657947648869720152320075356177212960980563065773475847776988673909632692264191755263981607873462967167907403978366992456190904734159376064506000876479980154286333437579257498610696192
Q06639	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	885	18009681060297566558182345245364721091063746658036539193162140255372090954717328814479186772467081815956041198573809974439137322090383871557927257810013945509889235607060138059423168355893043394158332705794587841331656178125785996772435428945070602610456895874516774218064774011554568583918290187891610769210968083766255324587179787544903391282866722801069459698180721654951761232169784050836270988184759725752565578407598521032114176
Q06636	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	219	1675455413547359413945013134699604914633935052268205487804275614288948074263608233324703740595172124643033088
Q06632	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1357	64690259791490284396876443502158832737742985798179585839839353556677402629686583028436437266491752646236172889300831800536873668400837444531638880348017425406512939432228432306902775679496589128972148711290253454464168320060345942902844854744562020736671197793394804988959477126427796967967067666400659051735982222520264871440559195371841929910603335673517676922359780319248150984567738667723356354175121955024138095556552569349127355449810429510498742753103456934923915094964596522495276588081142926984713844460491839305041497495056205362738598123207576013599198824316342952016706868638729271380482830128074083258497890863035069032590325777131470603182656546108604416
Q06631	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	534	12635991596378202889336466201767843999756345088567532300044433994661118667495035927363600936615507547436929505307404187422739125218093308536271311072282140920226871003379725562463861262156000961786375120321941100074460803844121263845369419672150081536
Q06630	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	226	353416376295146126379026208100697911680595675087824595083714387389074984414979861716929695281794120041889792
Q06629	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	674	138681241133055164616158054067798543186999740521433390030360130800777551812608826098594432713129746613864125847668052015335674067607014885297806123032515228085175549173267231700618853080681418336988388779512902930713595284930406777789062649600586232916637780427917199452912091144858982936038057333569091714426316383296267660287803392
Q06628	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	738	5113888345787634162647775825240073180052551535022351571981466780873932943956028856832835474388830237615415944328430302284035358932733702625644343989981472532133290199804765449152226581533958221914573946452387019907858433765241324117090053219598184858895045818331306408020470208723984374627134656691780878783500059098705873218779136193573036484732863167313689303020732416
Q06625	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1536	275776201624997970118199591156560498536094517762287048803903871201155589398076124478696207760894886005657972509355375710720728538314945402387345227550002326574353306135798776549341632984561315464069072870049185318270765434568694895740346813444099489924945625286711595850254458401159852784948254334185207441375121231180912050592615154090836488636310482755731521792088106335518782280757132252802189583906645648183872555451608106790980772330469031198081148241071952087795803405921587950886683094763221430263627440609475227262847816090823762848533600880927369855003043496498901465301155116284650566156866270682749096678101794115525708663482786072138508839968379360673553061251650725118618469030629787107373157714958173364667339268893201622993104144844193792
Q06624	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	347	561445399720815242511390207666573263699538943834177107290054238766525154492535347804348963731378753708255346143752700826186225193709632920152984785494799560117235744768
Q06623	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	655	134865287006949469706427434496321761487096350702374134011515156342723090876861831416190869165784157685293559989395628519185167182342915658559453847240807023711024587673124352240419354404904094528749242139609436112766207585055523611564331042398148054479639291281891751156752726088942521528434960777886202876314586710016
Q06616	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	221	814271330984016675177276383464007988512092435402347867072877948544428764092113601395806017929253652576514080768
Q06608	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	200	401334734927563799183230559363552308486617200041177690196886696584688502028413985333853787521024
Q06604	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	576	876337905706346318550977676828529266133805461369721707318515013322237816241953864149025393897451966488300671614398899795123724043815589027076006939918111129574440257450575997445916411800700001771507305122934313244537461410409779908053052741903924671498511882014837264563095481998570562196491848384512
Q06598	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	404	49241081262267321126500422392807808747906574198094376871131881627551726979718751522671333118947578225998607675369809445490536066406773429848422387741939302950828527374009060922112915513866286862799208448
Q06597	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	130	2570666662982214250260420509348623273473317810714557282724610048
Q06596	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	294	7722828844066718646003466667613221550801661163429842551395541533566953514420142867130399872201331023683642383163249883393390885037660981405155328
Q06595	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	470	1128842705041959445383729995808383275423828367417927146707131726219586598589197450623790607378320464565731156721928866583684381745513125321357694660885086121636881089442001595445363976116541988121636131506242118539797916955967488
Q06594	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109	13075086786815461477968447414899817268235869398572577325056
Q06593	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	877	226073288827467216039273038864984413050977606100204824403960011726221256098206234396195846182550274754323684476217122821585619896150106215414722257944302449518342884404820899675388601189770824990201251204983845206128925775891927830097816998783464580407999396061477959944315437843803156295533248551583608810291698494136442311784994283795461509461801914374240355284818865688828688932198078734733582823977910272
Q06592	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	156	1597356661809326393885078930969328591173663820259453402838661158928384
Q06580	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	163	515125594921254443595202700874044123710606949976749200639154054614014071144448
Q06568	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	189	90402277995062693702585530471261597686104808979917531694167947947041593003371495895304612347904
Q06567	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	569	1190543991941462218049155723296937855047384126496972331945559611665754056394258138834125623197387919675189037117377773104897149628873324791565779741802609720826879857250880474739241352995074050978892084409336848304312238365713541446639403546982308704712399666673990739779649536
Q06563	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	197	44592748325284866575914506595950256498513022226797521132987410731632055780934887259317087502336
Q06554	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1556	32747376594970586939268516721059882358198882394988066127241954195047949730817032745123936061781417276103308015901561372575549111878229634511293701646288232098663025031717708276550361962516365948721217646204744280109624999863012996569530587031804384965388602838999218449712695250592117808275885395984127807707153744368170034457691359751892075058592486380426512686284583052294295328203685196590632949998950415685640544687276325400867749520565518300821650033795834841482980096191827433532876209718057005306055489015458759921810435486396694906395420668594166692396337626272126231395384590741684888050160157270947294935701558205511380320454231955463955853087622827489199733723045403884283419197075666269817251284244852152637350409735515916324851323241756622848
Q06551	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	359	234651730318220150672323292707577943949637065782207905326956843922348489804612221879575655980231024639582349093751026414861077999651578992697558214158431110846163620804887069065216
Q06549	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	142	758120446913410768972801133253021186826563102193451517362880198475776
Q06543	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	272	1605823483396851483576125875760770192631446495786756297652059993294421140839097649344919590346022120202981597934251506860002639872
Q06541	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	321	145574521515939899854727039908880863026514282011184727137396306800490051344536143954610204180714043628869115009761870777717744951066919186859248841561997312
Q06538	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	782	231014101698409275542398401979880403706124325366628454975574382282007155415049246002707215436837004335230108740961721685447509169526700078534681898876729348043302325270054881049650481912062382534383971552133146108686767950929952933136498089075320730252550310299600889740894171475870250165230507780610049175441641764947133778665489358186925126680377333141861970741596422837407544987770957992210464768
Q06537	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	140	1347769683401619144840535348005370998802778848343913808645120352845824
Q06525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	465	546326312636932828840266561673953862935648245725231481000962751523893944688801737566235788018519297016515282663229673649089895132737058203843647899881602926289515896693773723325215630301503291873669527729650863215476736
Q06524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	206	520129816466122683741466804935163791798655891253366286495165158773756298628824524992674508627247104
Q06523	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	435	10365124214077225146924229711883126948334763040358865410740878805207585547718194209851297447716813523769513976405648128346485623102930027446228356455655621538119828048245176493569260894274019822764294144
Q06522	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	304	3861414422033359323001733333806610775400830581714921275697770766783476757210071433565199936100665511841821191581624941696695442518830490702577664
Q06512	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	552	44905610078600440016939124831488340282271669360927659500199523076846300888776271252689964826679053480592701587131060483631058186264121582786006927064625261066005224565659332300479779761564451330010899732427804131363188525486177232664912793461963071060229266528316424192
Q06511	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	250	2561476125473688807572063283201466921686167512633356951191430203318768807209956335091626073168555234012212486266159104
Q06510	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	381	12093858091998806640789851454216990727615347223247803344623325982198357526709587075216077113514068880218916517478190757019125500701703574020759624186399509405038683661063221903300752134111232
Q06508	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	300	5004393090955233682610246400613367564919476433902537973304310913751385877344252577900499117186462503347000264289785924438917293504404315950540652544
Q06506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	573	46236142847926321731596722655992959566450587326877379997857300568964063905098726747634522572956453157827074806829315400416319761823906496912625150316311603356509865673951823877043508924376398817749731344503881298057129987280238608738939230136315604901944784921568389405747621920768
Q06505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	410	275733592407774759305269907290152064350558354912983897065961868828043570363287664144882388842087543183177063387166564500529266310165875527145468899333554606682402368983639196939614682764083576489100078743552
Q06504	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	195	566386581380948871817234499262691872409096964725874118947663094188285014745400691704987648
Q06497	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	328	11977501860710725173576324430220229625590164135129111622187823760352536629174087419826111226269413412442780717733390950958639470799138835629930342090555723949167695888384
